Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA3109,C10,PCR,2,8,2,FatP6.1,,,,
RA3110,D10,PCR,2,8,2,FatP6.1,,,,
RA3111,E10,PCR,2,8,2,FatP6.1,,,,
RA3112,F10,PCR,2,8,2,FatP6.1,,,,
RA3113,G10,PCR,2,8,2,FatP6.1,,,,
RA3114,H10,PCR,2,8,2,FatP6.1,,,,
RA3115,A11,PCR,2,8,2,FatP6.1,,,,
RA3116,B11,PCR,2,8,2,FatP6.1,,,,
RA3117,C11,PCR,2,8,2,FatP6.1,,,,
RA3118,D11,PCR,2,8,2,FatP6.1,,,,
RA3119,E11,PCR,2,8,2,FatP6.1,,,,
RA3120,F11,PCR,2,8,2,FatP6.1,,,,
RA3121,G11,PCR,2,8,2,FatP6.1,,,,
RA3122,H11,PCR,2,8,2,FatP6.1,,,,
RA3123,A12,PCR,2,8,2,FatP6.1,,,,
RA3124,B12,PCR,2,8,2,FatP6.1,,,,
RA3125,C12,PCR,2,8,2,FatP6.1,,,,
RA3126,D12,PCR,2,8,2,FatP6.1,,,,
RA3127,E12,PCR,2,8,2,FatP6.1,,,,
RA3128,F12,PCR,2,8,2,FatP6.1,,,,
RA3129,G12,PCR,2,8,2,FatP6.1,,,,
RA3130,H12,PCR,2,8,2,FatP6.1,,,,
