Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0516,A6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0517,B6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0518,C6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0519,D6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0520,E6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0521,F6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0522,G6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0523,H6,PCR,2,8,2,FatP6.1,Plate015,,,
RA0524,A7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0525,B7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0526,C7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0527,D7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0528,E7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0529,F7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0530,G7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0531,H7,PCR,2,8,2,FatP6.1,Plate015,,,
RA0532,A8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0533,B8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0534,C8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0535,D8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0536,E8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0537,F8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0538,G8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0539,H8,PCR,2,8,2,FatP6.1,Plate015,,,
RA0540,A9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0541,B9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0542,C9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0543,D9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0544,E9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0545,F9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0546,G9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0547,H9,PCR,2,8,2,FatP6.1,Plate015,,,
RA0548,A10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0549,B10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0550,C10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0551,D10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0552,E10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0553,F10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0554,G10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0555,H10,PCR,2,8,2,FatP6.1,Plate015,,,
RA0556,A11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0557,B11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0558,C11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0559,D11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0560,E11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0561,F11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0562,G11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0563,H11,PCR,2,8,2,FatP6.1,Plate015,,,
RA0564,A12,PCR,2,8,2,FatP6.1,Plate015,,,
RA0565,B12,PCR,2,8,2,FatP6.1,Plate015,,,
RA0566,C12,PCR,2,8,2,FatP6.1,Plate015,,,
RA0567,D12,PCR,2,8,2,FatP6.1,Plate015,,,
RA0568,E12,PCR,2,8,2,FatP6.1,Plate015,,,
RA0569,F12,PCR,2,8,2,FatP6.1,Plate015,,,
RA0570,G12,PCR,2,8,2,FatP6.1,Plate015,,,
EMPTY FOR JANET,H12,PCR,2,8,2,FatP6.1,Plate015,,,
