Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0180,E11,PCR,2,8,2,FatP6.1,Plate017,,,
RA0181,F11,PCR,2,8,2,FatP6.1,Plate017,,,
RA0182,G11,PCR,2,8,2,FatP6.1,Plate017,,,
RA0183,H11,PCR,2,8,2,FatP6.1,Plate017,,,
EMPTY FOR JANET,A12,PCR,2,8,2,FatP6.1,Plate017,,,
RA0184,B12,PCR,2,8,2,FatP6.1,Plate017,,,
RA0185,C12,PCR,2,8,2,FatP6.1,Plate017,,,
RA0186,D12,PCR,2,8,2,FatP6.1,Plate017,,,
RA0187,E12,PCR,2,8,2,FatP6.1,Plate017,,,
RA0188,F12,PCR,2,8,2,FatP6.1,Plate017,,,
RA0189,G12,PCR,2,8,2,FatP6.1,Plate017,,,
RA0190,H12,PCR,2,8,2,FatP6.1,Plate017,,,
