Number,gDNA.Extraction.Plate,Well,,,,,,
2399,Plate029,F9,,FALSE,,,,
2348,Plate029,F10,,FALSE,,,,
2327,Plate029,F11,,FALSE,,,,
2390,Plate029,F12,,FALSE,,,,
2359,Plate029,G1,,FALSE,,,,
2405,Plate029,G2,,FALSE,,,,
2402,Plate029,G3,,FALSE,,,,
2384,Plate029,G4,,FALSE,,,,
2450,Plate029,G5,,FALSE,,,,
2381,Plate029,G6,,FALSE,,,,
2407,Plate029,G7,,FALSE,,,,
2331,Plate029,G8,,FALSE,,,,
2417,Plate029,G9,,FALSE,,,,
2368,Plate029,G10,,FALSE,,,,
2441,Plate029,G11,,FALSE,,,,
2408,Plate029,G12,,FALSE,,,,
2440,Plate029,H1,,FALSE,,,,
2338,Plate029,H2,,FALSE,,,,
2434,Plate029,H3,,FALSE,,,,
2403,Plate029,H4,,FALSE,,,,
2335,Plate029,H5,,FALSE,,,,
2395,Plate029,H6,,FALSE,,,,
2356,Plate029,H7,,FALSE,,,,
2437,Plate029,H8,,FALSE,,,,
2394,Plate029,H9,,FALSE,,,,
2435,Plate029,H10,,FALSE,,,,
2444,Plate029,H11,,FALSE,,,,
2355,Plate029,H12,,FALSE,,,,
3407,Plate030,A1,,FALSE,,,,
3355,Plate030,A2,,FALSE,,,,
3427,Plate030,A3,,FALSE,,,,
3388,Plate030,A4,,FALSE,,,,
3430,Plate030,A5,,FALSE,,,,
3438,Plate030,A6,,FALSE,,,,
3386,Plate030,A7,,FALSE,,,,
3420,Plate030,A8,,FALSE,,,,
3408,Plate030,A9,,FALSE,,,,
3418,Plate030,A10,,FALSE,,,,
3379,Plate030,A11,,FALSE,,,,
3417,Plate030,A12,,FALSE,,,,
3391,Plate030,B1,,FALSE,,,,
3351,Plate030,B2,,FALSE,,,,
3433,Plate030,B3,,FALSE,,,,
3377,Plate030,B4,,FALSE,,,,
3401,Plate030,B5,,FALSE,,,,
2655,Plate030,B6,,FALSE,,,,
2619,Plate030,B7,,FALSE,,,,
2634,Plate030,B8,,FALSE,,,,
2648,Plate030,B9,,FALSE,,,,
2636,Plate030,B10,,FALSE,,,,
2644,Plate030,B11,,FALSE,,,,
2654,Plate030,B12,,FALSE,,,,
2656,Plate030,C1,,FALSE,,,,
2659,Plate030,C2,,FALSE,,,,
2677,Plate030,C3,,FALSE,,,,
2678,Plate030,C4,,FALSE,,,,
2647,Plate030,C5,,FALSE,,,,
2555,Plate030,C6,,FALSE,,,,
2651,Plate030,C7,,FALSE,,,,
2649,Plate030,C8,,FALSE,,,,
2643,Plate030,C9,,FALSE,,,,
2683,Plate030,C10,,FALSE,,,,
2554,Plate030,C11,,FALSE,,,,
2673,Plate030,C12,,FALSE,,,,
2658,Plate030,D1,,FALSE,,,,
2652,Plate030,D2,,FALSE,,,,
2679,Plate030,D3,,FALSE,,,,
2557,Plate030,D4,,FALSE,,,,
2552,Plate030,D5,,FALSE,,,,
2671,Plate030,D6,,FALSE,,,,
2674,Plate030,D7,,FALSE,,,,
2657,Plate030,D8,,FALSE,,,,
2666,Plate030,D9,,FALSE,,,,
2660,Plate030,D10,,FALSE,,,,
2620,Plate030,D11,,FALSE,,,,
2639,Plate030,D12,,FALSE,,,,
2623,Plate030,E1,,FALSE,,,,
2640,Plate030,E2,,FALSE,,,,
2653,Plate030,E3,,FALSE,,,,
2663,Plate030,E4,,FALSE,,,,
2641,Plate030,E5,,FALSE,,,,
2645,Plate030,E6,,FALSE,,,,
2661,Plate030,E7,,FALSE,,,,
2637,Plate030,E8,,FALSE,,,,
2553,Plate030,E9,,FALSE,,,,
2676,Plate030,E10,,FALSE,,,,
2672,Plate030,E11,,FALSE,,,,
2668,Plate030,E12,,FALSE,,,,
2556,Plate030,F1,,FALSE,,,,
2669,Plate030,F2,,FALSE,,,,
2680,Plate030,F3,,FALSE,,,,
2646,Plate030,F4,,FALSE,,,,
2642,Plate030,F5,,FALSE,,,,
2681,Plate030,F6,,FALSE,,,,
2635,Plate030,F7,,FALSE,,,,
2622,Plate030,F8,,FALSE,,,,
2662,Plate030,F9,,FALSE,,,,
2682,Plate030,F10,,FALSE,,,,
2650,Plate030,F11,,FALSE,,,,
2665,Plate030,F12,,FALSE,,,,
2685,Plate030,G1,,FALSE,,,,
2670,Plate030,G2,,FALSE,,,,
2621,Plate030,G3,,FALSE,,,,
2675,Plate030,G4,,FALSE,,,,
2667,Plate030,G5,,FALSE,,,,
2664,Plate030,G6,,FALSE,,,,
2638,Plate030,G7,,FALSE,,,,
2889 backup,Plate030,G8,,FALSE,,,,
2485,Plate030,G9,,FALSE,,,,
2612,Plate030,G10,,FALSE,,,,
2502,Plate030,G11,,FALSE,,,,
2991,Plate030,G12,,FALSE,,,,
2995,Plate030,H1,,FALSE,,,,
2491,Plate030,H2,,FALSE,,,,
2959,Plate030,H3,,FALSE,,,,
2958,Plate030,H4,,FALSE,,,,
2972,Plate030,H5,,FALSE,,,,
2461,Plate030,H6,,FALSE,,,,
2478,Plate030,H7,,FALSE,,,,
2992,Plate030,H8,,FALSE,,,,
2613,Plate030,H9,,FALSE,,,,
2993,Plate030,H10,,FALSE,,,,
2834,Plate030,H11,,FALSE,,,,
2500,Plate030,H12,,FALSE,,,,
3385,Plate031,A1,,FALSE,,,,
3428,Plate031,A2,,FALSE,,,,
3352,Plate031,A3,,FALSE,,,,
3371,Plate031,A4,,FALSE,,,,
3405,Plate031,A5,,FALSE,,,,
3392,Plate031,A6,,FALSE,,,,
3373,Plate031,A7,,FALSE,,,,
3382,Plate031,A8,,FALSE,,,,
3419,Plate031,A9,,FALSE,,,,
3422,Plate031,A10,,FALSE,,,,
3429,Plate031,A11,,FALSE,,,,
3376,Plate031,A12,,FALSE,,,,
3364,Plate031,B1,,FALSE,,,,
3358,Plate031,B2,,FALSE,,,,
3468,Plate031,B3,,FALSE,,,,
3383,Plate031,B4,,FALSE,,,,
3413,Plate031,B5,,FALSE,,,,
3398,Plate031,B6,,FALSE,,,,
3362,Plate031,B7,,FALSE,,,,
3366,Plate031,B8,,FALSE,,,,
3411,Plate031,B9,,FALSE,,,,
3415,Plate031,B10,,FALSE,,,,
3432,Plate031,B11,,FALSE,,,,
3332,Plate031,B12,,FALSE,,,,
3431,Plate031,C1,,FALSE,,,,
3470,Plate031,C2,,FALSE,,,,
3378,Plate031,C3,,FALSE,,,,
3402,Plate031,C4,,FALSE,,,,
3374,Plate031,C5,,FALSE,,,,
3368,Plate031,C6,,FALSE,,,,
3410,Plate031,C7,,FALSE,,,,
3334,Plate031,C8,,FALSE,,,,
3361,Plate031,C9,,FALSE,,,,
3363,Plate031,C10,,FALSE,,,,
3365,Plate031,C11,,FALSE,,,,
3367,Plate031,C12,,FALSE,,,,
3375,Plate031,D1,,FALSE,,,,
3409,Plate031,D2,,FALSE,,,,
3440,Plate031,D3,,FALSE,,,,
3384,Plate031,D4,,FALSE,,,,
3393,Plate031,D5,,FALSE,,,,
3424,Plate031,D6,,FALSE,,,,
3335,Plate031,D7,,FALSE,,,,
3356,Plate031,D8,,FALSE,,,,
3425,Plate031,D9,,FALSE,,,,
3416,Plate031,D10,,FALSE,,,,
3406,Plate031,D11,,FALSE,,,,
3469,Plate031,D12,,FALSE,,,,
3423,Plate031,E1,,FALSE,,,,
3403,Plate031,E2,,FALSE,,,,
3359,Plate031,E3,,FALSE,,,,
3397,Plate031,E4,,FALSE,,,,
3436,Plate031,E5,,FALSE,,,,
3426,Plate031,E6,,FALSE,,,,
3394,Plate031,E7,,FALSE,,,,
3412,Plate031,E8,,FALSE,,,,
3380,Plate031,E9,,FALSE,,,,
3414,Plate031,E10,,FALSE,,,,
3443,Plate031,E11,,FALSE,,,,
3667,Plate031,E12,,FALSE,,,,
3452,Plate031,F1,,FALSE,,,,
3472,Plate031,F2,,FALSE,,,,
3668,Plate031,F3,,FALSE,,,,
3480,Plate031,F4,,FALSE,,,,
430,Plate031,F5,,FALSE,,,,
448,Plate031,F6,,FALSE,,,,
413,Plate031,F7,,FALSE,,,,
437,Plate031,F8,,FALSE,,,,
418,Plate031,F9,,FALSE,,,,
428,Plate031,F10,,FALSE,,,,
432,Plate031,F11,,FALSE,,,,
449,Plate031,F12,,FALSE,,,,
458,Plate031,G1,,FALSE,,,,
446,Plate031,G2,,FALSE,,,,
515,Plate031,G3,,FALSE,,,,
477,Plate031,G4,,FALSE,,,,
434,Plate031,G5,,FALSE,,,,
419,Plate031,G6,,FALSE,,,,
427,Plate031,G7,,FALSE,,,,
433,Plate031,G8,,FALSE,,,,
444,Plate031,G9,,FALSE,,,,
451,Plate031,G10,,FALSE,,,,
456,Plate031,G11,,FALSE,,,,
519,Plate031,G12,,FALSE,,,,
509,Plate031,H1,,FALSE,,,,
425,Plate031,H2,,FALSE,,,,
442,Plate031,H3,,FALSE,,,,
439,Plate031,H4,,FALSE,,,,
426,Plate031,H5,,FALSE,,,,
453,Plate031,H6,,FALSE,,,,
469,Plate031,H7,,FALSE,,,,
470,Plate031,H8,,FALSE,,,,
518,Plate031,H9,,FALSE,,,,
481,Plate031,H10,,FALSE,,,,
422,Plate031,H11,,FALSE,,,,
429,Plate031,H12,,FALSE,,,,
430 B15,Plate032,A1,,FALSE,,,,
441,Plate032,A2,,FALSE,,,,
450,Plate032,A3,,FALSE,,,,
459,Plate032,A4,,FALSE,,,,
464,Plate032,A5,,FALSE,,,,
483,Plate032,A6,,FALSE,,,,
484,Plate032,A7,,FALSE,,,,
1990,Plate032,A8,,FALSE,,,,
2003,Plate032,A9,,FALSE,,,,
2024,Plate032,A10,,FALSE,,,,
1979,Plate032,A11,,FALSE,,,,
1899,Plate032,A12,,FALSE,,,,
2085,Plate032,B1,,FALSE,,,,
1971,Plate032,B2,,FALSE,,,,
1920,Plate032,B3,,FALSE,,,,
1962,Plate032,B4,,FALSE,,,,
1910,Plate032,B5,,FALSE,,,,
1995,Plate032,B6,,TRUE,,,,
2087,Plate032,B7,,FALSE,,,,
1937,Plate032,B8,,FALSE,,,,
2094,Plate032,B9,duplicate,TRUE,2094 S2T5,,,
2000,Plate032,B10,,FALSE,,,,
2089,Plate032,B11,,FALSE,,,,
2005,Plate032,B12,,FALSE,,,,
1975,Plate032,C1,,FALSE,,,,
2088,Plate032,C2,,FALSE,,,,
2001,Plate032,C3,,FALSE,,,,
1993,Plate032,C4,,TRUE,,,,
1916,Plate032,C5,,FALSE,,,,
1999,Plate032,C6,,FALSE,,,,
2086,Plate032,C7,,FALSE,,,,
2006,Plate032,C8,,FALSE,,,,
1923,Plate032,C9,,FALSE,,,,
1969,Plate032,C10,,FALSE,,,,
1934,Plate032,C11,,FALSE,,,,
2023,Plate032,C12,,FALSE,,,,
1984,Plate032,D1,,FALSE,,,,
1917,Plate032,D2,,FALSE,,,,
1986,Plate032,D3,,FALSE,,,,
1966,Plate032,D4,,FALSE,,,,
1892,Plate032,D5,,FALSE,,,,
1953,Plate032,D6,,FALSE,,,,
1891,Plate032,D7,,FALSE,,,,
1782,Plate032,D8,,FALSE,,,,
1884,Plate032,D9,,FALSE,,,,
1863,Plate032,D10,,FALSE,,,,
1864,Plate032,D11,duplicate,TRUE,1864 S2T4,,,
1881,Plate032,D12,,FALSE,,,,
1786,Plate032,E1,,FALSE,,,,
1849,Plate032,E2,,FALSE,,,,
1846,Plate032,E3,,FALSE,,,,
1946,Plate032,E4,,FALSE,,,,
1951,Plate032,E5,,FALSE,,,,
1857,Plate032,E6,,FALSE,,,,
1842,Plate032,E7,,FALSE,,,,
1783,Plate032,E8,,FALSE,,,,
1844,Plate032,E9,,FALSE,,,,
1850,Plate032,E10,,FALSE,,,,
1943,Plate032,E11,,FALSE,,,,
1791,Plate032,E12,,FALSE,,,,
1843,Plate032,F1,,FALSE,,,,
1873,Plate032,F2,,FALSE,,,,
1840,Plate032,F3,,FALSE,,,,
1845,Plate032,F4,,FALSE,,,,
1856,Plate032,F5,,FALSE,,,,
1877,Plate032,F6,,FALSE,,,,
1885,Plate032,F7,,FALSE,,,,
1887,Plate032,F8,,FALSE,,,,
1875,Plate032,F9,,FALSE,,,,
1955,Plate032,F10,,FALSE,,,,
1956,Plate032,F11,,FALSE,,,,
1883,Plate032,F12,,FALSE,,,,
1785,Plate032,G1,,FALSE,,,,
1862,Plate032,G2,,FALSE,,,,
1794,Plate032,G3,,FALSE,,,,
1872,Plate032,G4,,FALSE,,,,
1880,Plate032,G5,,FALSE,,,,
1848,Plate032,G6,,FALSE,,,,
1939,Plate032,G7,,FALSE,,,,
1787,Plate032,G8,,FALSE,,,,
1888,Plate032,G9,,FALSE,,,,
1865,Plate032,G10,,FALSE,,,,
1954,Plate032,G11,,FALSE,,,,
1874,Plate032,G12,,FALSE,,,,
1882,Plate032,H1,,FALSE,,,,
1876,Plate032,H2,,FALSE,,,,
1879,Plate032,H3,,FALSE,,,,
1952,Plate032,H4,,FALSE,,,,
1790,Plate032,H5,,FALSE,,,,
1864,Plate032,H6,duplicate,TRUE,1864 S2T4,,,
1861,Plate032,H7,,FALSE,,,,
1948,Plate032,H8,,FALSE,,,,
1940,Plate032,H9,,FALSE,,,,
1868,Plate032,H10,,FALSE,,,,
1945,Plate032,H11,,FALSE,,,,
1949,Plate032,H12,,FALSE,,,,
1796,Plate033,A1,,FALSE,,,,
1834,Plate033,A2,,FALSE,,,,
1836,Plate033,A3,,FALSE,,,,
1817,Plate033,A4,,FALSE,,,,
1866,Plate033,A5,,FALSE,,,,
1855,Plate033,A6,,FALSE,,,,
1789,Plate033,A7,,FALSE,,,,
1802,Plate033,A8,,FALSE,,,,
1831,Plate033,A9,,FALSE,,,,
1811,Plate033,A10,,FALSE,,,,
1795,Plate033,A11,,FALSE,,,,
1839,Plate033,A12,,FALSE,,,,
1748,Plate033,B1,,FALSE,,,,
1792,Plate033,B2,,FALSE,,,,
1852,Plate033,B3,,FALSE,,,,
1851,Plate033,B4,,FALSE,,,,
1751,Plate033,B5,,FALSE,,,,
1700,Plate033,B6,,FALSE,,,,
1806,Plate033,B7,,FALSE,,,,
1702,Plate033,B8,,FALSE,,,,
1797,Plate033,B9,,FALSE,,,,
1705,Plate033,B10,,FALSE,,,,
1958,Plate033,B11,,FALSE,,,,
1841,Plate033,B12,,FALSE,,,,
1890,Plate033,C1,,FALSE,,,,
1753,Plate033,C2,,FALSE,,,,
1703,Plate033,C3,,FALSE,,,,
1822,Plate033,C4,,FALSE,,,,
1701,Plate033,C5,,FALSE,,,,
1810,Plate033,C6,,FALSE,,,,
1774,Plate033,C7,,FALSE,,,,
1768,Plate033,C8,,FALSE,,,,
1788,Plate033,C9,,FALSE,,,,
1853,Plate033,C10,,FALSE,,,,
1697,Plate033,C11,,FALSE,,,,
1773,Plate033,C12,,FALSE,,,,
1756,Plate033,D1,,FALSE,,,,
1746,Plate033,D2,,FALSE,,,,
1814,Plate033,D3,,FALSE,,,,
1764,Plate033,D4,,FALSE,,,,
1706,Plate033,D5,,FALSE,,,,
1781,Plate033,D6,,FALSE,,,,
1854,Plate033,D7,,FALSE,,,,
1827,Plate033,D8,,FALSE,,,,
1772,Plate033,D9,,FALSE,,,,
1809,Plate033,D10,,FALSE,,,,
1830,Plate033,D11,,FALSE,,,,
1750,Plate033,D12,,FALSE,,,,
1824,Plate033,E1,,FALSE,,,,
1799,Plate033,E2,,FALSE,,,,
1941,Plate033,E3,,FALSE,,,,
1860,Plate033,E4,,FALSE,,,,
1829,Plate033,E5,,FALSE,,,,
1760,Plate033,E6,,FALSE,,,,
1816,Plate033,E7,,FALSE,,,,
1832,Plate033,E8,,FALSE,,,,
1745,Plate033,E9,,FALSE,,,,
1747,Plate033,E10,,FALSE,,,,
1707,Plate033,E11,,FALSE,,,,
1793,Plate033,E12,,FALSE,,,,
1947,Plate033,F1,,FALSE,,,,
1800,Plate033,F2,,FALSE,,,,
1838,Plate033,F3,,FALSE,,,,
1815,Plate033,F4,,FALSE,,,,
1813,Plate033,F5,,FALSE,,,,
1805,Plate033,F6,,FALSE,,,,
1698,Plate033,F7,,FALSE,,,,
1759,Plate033,F8,,FALSE,,,,
1858,Plate033,F9,,FALSE,,,,
1944,Plate033,F10,,FALSE,,,,
2095,Plate033,F11,,FALSE,,,,
2004,Plate033,F12,,FALSE,,,,
1929,Plate033,G1,,FALSE,,,,
1989,Plate033,G2,,FALSE,,,,
2014,Plate033,G3,,FALSE,,,,
2019,Plate033,G4,,FALSE,,,,
1925,Plate033,G5,,FALSE,,,,
1900,Plate033,G6,,FALSE,,,,
1908,Plate033,G7,,FALSE,,,,
1911,Plate033,G8,,FALSE,,,,
1987,Plate033,G9,,FALSE,,,,
1970,Plate033,G10,,FALSE,,,,
1931,Plate033,G11,,FALSE,,,,
1914,Plate033,G12,,FALSE,,,,
1878,Plate033,H1,,FALSE,,,,
1871,Plate033,H2,,FALSE,,,,
1869,Plate033,H3,,FALSE,,,,
1950,Plate033,H4,,FALSE,,,,
1938,Plate033,H5,,FALSE,,,,
1870,Plate033,H6,,FALSE,,,,
1859,Plate033,H7,,FALSE,,,,
1957,Plate033,H8,,FALSE,,,,
1847,Plate033,H9,,FALSE,,,,
1780,Plate033,H10,,FALSE,,,,
1886,Plate033,H11,,FALSE,,,,
1779,Plate033,H12,,FALSE,,,,
1530,Plate034,A1,,FALSE,,,,
1529,Plate034,A2,,FALSE,,,,
1297,Plate034,A3,,FALSE,,,,
1335,Plate034,A4,,FALSE,,,,
1549,Plate034,A5,,FALSE,,,,
1515,Plate034,A6,,FALSE,,,,
1508,Plate034,A7,,FALSE,,,,
1593,Plate034,A8,,FALSE,,,,
1693,Plate034,A9,,FALSE,,,,
1653,Plate034,A10,,FALSE,,,,
1679,Plate034,A11,,FALSE,,,,
1584,Plate034,A12,,FALSE,,,,
1659,Plate034,B1,,FALSE,,,,
1504,Plate034,B2,,FALSE,,,,
1510,Plate034,B3,,FALSE,,,,
1564,Plate034,B4,,FALSE,,,,
1692,Plate034,B5,,FALSE,,,,
1555,Plate034,B6,,FALSE,,,,
1666,Plate034,B7,,FALSE,,,,
1581,Plate034,B8,,FALSE,,,,
1686,Plate034,B9,,FALSE,,,,
1669,Plate034,B10,,FALSE,,,,
1645,Plate034,B11,,FALSE,,,,
1557,Plate034,B12,,FALSE,,,,
1567,Plate034,C1,,FALSE,,,,
1582,Plate034,C2,,FALSE,,,,
1589,Plate034,C3,,FALSE,,,,
1663,Plate034,C4,,FALSE,,,,
1727,Plate034,C5,,FALSE,,,,
1685,Plate034,C6,,FALSE,,,,
1722,Plate034,C7,,FALSE,,,,
1514,Plate034,C8,,FALSE,,,,
1548,Plate034,C9,,FALSE,,,,
1570,Plate034,C10,,FALSE,,,,
1576,Plate034,C11,,FALSE,,,,
1583,Plate034,C12,,FALSE,,,,
1650,Plate034,D1,,FALSE,,,,
1673,Plate034,D2,,FALSE,,,,
1587,Plate034,D3,,FALSE,,,,
1668,Plate034,D4,,FALSE,,,,
1518,Plate034,D5,,FALSE,,,,
1512,Plate034,D6,,FALSE,,,,
1637,Plate034,D7,,FALSE,,,,
1590,Plate034,D8,,FALSE,,,,
1680,Plate034,D9,,FALSE,,,,
1554,Plate034,D10,,FALSE,,,,
1665,Plate034,D11,,FALSE,,,,
1732,Plate034,D12,,FALSE,,,,
1711,Plate034,E1,,FALSE,,,,
1505,Plate034,E2,,FALSE,,,,
1639,Plate034,E3,,FALSE,,,,
1638,Plate034,E4,,FALSE,,,,
1592,Plate034,E5,,FALSE,,,,
1694,Plate034,E6,,FALSE,,,,
1714,Plate034,E7,,FALSE,,,,
1588,Plate034,E8,,FALSE,,,,
1662,Plate034,E9,,FALSE,,,,
1716,Plate034,E10,,FALSE,,,,
1546,Plate034,E11,,FALSE,,,,
1566,Plate034,E12,,FALSE,,,,
1634,Plate034,F1,,FALSE,,,,
1578,Plate034,F2,,FALSE,,,,
1577,Plate034,F3,,FALSE,,,,
1656,Plate034,F4,,FALSE,,,,
1667,Plate034,F5,,FALSE,,,,
1660,Plate034,F6,,FALSE,,,,
1675,Plate034,F7,,FALSE,,,,
1350,Plate034,F8,,FALSE,,,,
1646,Plate034,F9,,FALSE,,,,
1632,Plate034,F10,,FALSE,,,,
1585,Plate034,F11,,FALSE,,,,
1586,Plate034,F12,,FALSE,,,,
1556,Plate034,G1,,FALSE,,,,
1690,Plate034,G2,,FALSE,,,,
1664,Plate034,G3,,FALSE,,,,
1580,Plate034,G4,,FALSE,,,,
1353,Plate034,G5,,FALSE,,,,
1563,Plate034,G6,,FALSE,,,,
1626,Plate034,G7,,FALSE,,,,
1579,Plate034,G8,,FALSE,,,,
1575,Plate034,G9,,FALSE,,,,
1553,Plate034,G10,,FALSE,,,,
1683,Plate034,G11,,FALSE,,,,
1724,Plate034,G12,,FALSE,,,,
1678,Plate034,H1,,FALSE,,,,
1777,Plate034,H2,,FALSE,,,,
1807,Plate034,H3,,FALSE,,,,
1835,Plate034,H4,,FALSE,,,,
1821,Plate034,H5,,FALSE,,,,
1804,Plate034,H6,,FALSE,,,,
1754,Plate034,H7,,FALSE,,,,
1784,Plate034,H8,,FALSE,,,,
1889,Plate034,H9,,FALSE,,,,
1942,Plate034,H10,,FALSE,,,,
1833,Plate034,H11,,FALSE,,,,
1771,Plate034,H12,,FALSE,,,,
1361,Plate035,A1,,FALSE,,,,
1463,Plate035,A2,,FALSE,,,,
1533,Plate035,A3,,FALSE,,,,
1470,Plate035,A4,,FALSE,,,,
1479,Plate035,A5,,FALSE,,,,
1376,Plate035,A6,,FALSE,,,,
1537,Plate035,A7,,FALSE,,,,
1503,Plate035,A8,,FALSE,,,,
1465,Plate035,A9,,FALSE,,,,
1464,Plate035,A10,,FALSE,,,,
1456,Plate035,A11,,FALSE,,,,
1539,Plate035,A12,,FALSE,,,,
1491,Plate035,B1,,FALSE,,,,
1534,Plate035,B2,,FALSE,,,,
1368,Plate035,B3,,FALSE,,,,
1462,Plate035,B4,,FALSE,,,,
1374,Plate035,B5,,FALSE,,,,
1365,Plate035,B6,,FALSE,,,,
1525,Plate035,B7,,FALSE,,,,
1493,Plate035,B8,,FALSE,,,,
1383,Plate035,B9,,FALSE,,,,
1381,Plate035,B10,,FALSE,,,,
1477,Plate035,B11,,FALSE,,,,
1499,Plate035,B12,,FALSE,,,,
1500,Plate035,C1,,FALSE,,,,
1487,Plate035,C2,,FALSE,,,,
1532,Plate035,C3,,FALSE,,,,
1455,Plate035,C4,,FALSE,,,,
1466,Plate035,C5,,FALSE,,,,
1473,Plate035,C6,,FALSE,,,,
1366,Plate035,C7,,FALSE,,,,
1486,Plate035,C8,,FALSE,,,,
1379,Plate035,C9,,FALSE,,,,
1485,Plate035,C10,,FALSE,,,,
1502,Plate035,C11,,FALSE,,,,
1372,Plate035,C12,,FALSE,,,,
1457,Plate035,D1,,FALSE,,,,
1458,Plate035,D2,,FALSE,,,,
1522,Plate035,D3,,FALSE,,,,
1472,Plate035,D4,,FALSE,,,,
1467,Plate035,D5,,FALSE,,,,
1476,Plate035,D6,,FALSE,,,,
1524,Plate035,D7,,FALSE,,,,
1498,Plate035,D8,,FALSE,,,,
1536,Plate035,D9,,FALSE,,,,
1488,Plate035,D10,,FALSE,,,,
1380,Plate035,D11,,FALSE,,,,
1540,Plate035,D12,,FALSE,,,,
1474,Plate035,E1,,FALSE,,,,
1468,Plate035,E2,,FALSE,,,,
1492,Plate035,E3,,FALSE,,,,
1483,Plate035,E4,,FALSE,,,,
1526,Plate035,E5,,FALSE,,,,
1531,Plate035,E6,,FALSE,,,,
1454,Plate035,E7,,FALSE,,,,
1481,Plate035,E8,,FALSE,,,,
1591,Plate035,E9,,FALSE,,,,
1469,Plate035,E10,,FALSE,,,,
1475,Plate035,E11,,FALSE,,,,
1471,Plate035,E12,,FALSE,,,,
1489,Plate035,F1,,FALSE,,,,
1363,Plate035,F2,,FALSE,,,,
1478,Plate035,F3,,FALSE,,,,
1535,Plate035,F4,,FALSE,,,,
1482,Plate035,F5,,FALSE,,,,
1378,Plate035,F6,,FALSE,,,,
1490,Plate035,F7,,FALSE,,,,
1484,Plate035,F8,,FALSE,,,,
1480,Plate035,F9,,FALSE,,,,
1528,Plate035,F10,,FALSE,,,,
1494,Plate035,F11,,FALSE,,,,
1527,Plate035,F12,,FALSE,,,,
1375,Plate035,G1,,FALSE,,,,
1369,Plate035,G2,,FALSE,,,,
1367,Plate035,G3,,FALSE,,,,
1501,Plate035,G4,,FALSE,,,,
1981,Plate035,G5,,FALSE,,,,
1991,Plate035,G6,,FALSE,,,,
2093,Plate035,G7,,FALSE,,,,
1936,Plate035,G8,,FALSE,,,,
1961,Plate035,G9,,FALSE,,,,
1977,Plate035,G10,,FALSE,,,,
1996,Plate035,G11,,FALSE,,,,
1928,Plate035,G12,,FALSE,,,,
1993,Plate035,H1,duplciate,TRUE,1993 S2T5,,,
1976,Plate035,H2,,FALSE,,,,
1906,Plate035,H3,,FALSE,,,,
1924,Plate035,H4,,FALSE,,,,
2007,Plate035,H5,,FALSE,,,,
1922,Plate035,H6,,FALSE,,,,
1997,Plate035,H7,,FALSE,,,,
2015,Plate035,H8,,FALSE,,,,
1998,Plate035,H9,,FALSE,,,,
1902,Plate035,H10,,FALSE,,,,
2097,Plate035,H11,,FALSE,,,,
1985,Plate035,H12,,FALSE,,,,
1959,Plate036,A1,,FALSE,,,,
2002,Plate036,A2,,FALSE,,,,
2096,Plate036,A3,,FALSE,,,,
1897,Plate036,A4,,FALSE,,,,
2016,Plate036,A5,,FALSE,,,,
1972,Plate036,A6,,FALSE,,,,
1992,Plate036,A7,,FALSE,,,,
1983,Plate036,A8,,FALSE,,,,
2011,Plate036,A9,,FALSE,,,,
1982,Plate036,A10,,FALSE,,,,
1909,Plate036,A11,,FALSE,,,,
2091,Plate036,A12,,FALSE,,,,
1963,Plate036,B1,,FALSE,,,,
1973,Plate036,B2,,FALSE,,,,
1895,Plate036,B3,,FALSE,,,,
2009,Plate036,B4,,FALSE,,,,
1913,Plate036,B5,,FALSE,,,,
1918,Plate036,B6,,FALSE,,,,
1930,Plate036,B7,,FALSE,,,,
1904,Plate036,B8,,FALSE,,,,
2013,Plate036,B9,,FALSE,,,,
1932,Plate036,B10,,FALSE,,,,
2020,Plate036,B11,,FALSE,,,,
1898,Plate036,B12,,FALSE,,,,
2025,Plate036,C1,,FALSE,,,,
2018,Plate036,C2,,FALSE,,,,
1903,Plate036,C3,,FALSE,,,,
1980,Plate036,C4,,FALSE,,,,
1974,Plate036,C5,,FALSE,,,,
2008,Plate036,C6,,FALSE,,,,
1926,Plate036,C7,,FALSE,,,,
2022,Plate036,C8,,FALSE,,,,
1964,Plate036,C9,,FALSE,,,,
1919,Plate036,C10,,FALSE,,,,
2017,Plate036,C11,,FALSE,,,,
1894,Plate036,C12,,FALSE,,,,
1915,Plate036,D1,,FALSE,,,,
1995,Plate036,D2,duplicate,TRUE,1995 S2T5,,,
1978,Plate036,D3,,FALSE,,,,
1968,Plate036,D4,,FALSE,,,,
2026,Plate036,D5,,FALSE,,,,
2010,Plate036,D6,,FALSE,,,,
1965,Plate036,D7,,FALSE,,,,
2021,Plate036,D8,,FALSE,,,,
1935,Plate036,D9,,FALSE,,,,
1933,Plate036,D10,,FALSE,,,,
1960,Plate036,D11,,FALSE,,,,
1905,Plate036,D12,,FALSE,,,,
1988,Plate036,E1,,FALSE,,,,
1967,Plate036,E2,,FALSE,,,,
2099,Plate036,E3,,FALSE,,,,
1927,Plate036,E4,,FALSE,,,,
1912,Plate036,E5,,FALSE,,,,
2092,Plate036,E6,,FALSE,,,,
1901,Plate036,E7,,FALSE,,,,
1896,Plate036,E8,,FALSE,,,,
2090,Plate036,E9,duplicate,TRUE,2090 S2T3,,,
1907,Plate036,E10,,FALSE,,,,
2098,Plate036,E11,,FALSE,,,,
