Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1314,G10,PCR,2,8,2,FatP6.1,Plate025,,,
RA1315,H10,PCR,2,8,2,FatP6.1,Plate025,,,
RA1316,A11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1317,B11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1318,C11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1319,D11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1320,E11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1321,F11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1322,G11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1323,H11,PCR,2,8,2,FatP6.1,Plate025,,,
RA1324,A12,PCR,2,8,2,FatP6.1,Plate025,,,
RA1325,B12,PCR,2,8,2,FatP6.1,Plate025,,,
RA1326,C12,PCR,2,8,2,FatP6.1,Plate025,Positive control H2,,
EMPTY FOR JANET,D12,PCR,2,8,2,FatP6.1,Plate025,Negative control,,
RA1327,E12,PCR,2,8,2,FatP6.1,Plate025,,,
RA1328,F12,PCR,2,8,2,FatP6.1,Plate025,,,
RA1329,G12,PCR,2,8,2,FatP6.1,Plate025,,,
RA1330,H12,PCR,2,8,2,FatP6.1,Plate025,,,
