Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2241,H7,PCR,2,8,2,FatP6.1,Plate035,,,
RA2242,A8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2243,B8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2244,C8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2245,D8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2246,E8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2247,F8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2248,G8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2249,H8,PCR,2,8,2,FatP6.1,Plate035,,,
RA2250,A9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2251,B9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2252,C9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2253,D9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2254,E9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2255,F9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2256,G9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2257,H9,PCR,2,8,2,FatP6.1,Plate035,,,
RA2258,A10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2259,B10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2260,C10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2261,D10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2262,E10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2263,F10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2264,G10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2265,H10,PCR,2,8,2,FatP6.1,Plate035,,,
RA2266,A11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2267,B11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2268,C11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2269,D11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2270,E11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2271,F11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2272,G11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2273,H11,PCR,2,8,2,FatP6.1,Plate035,,,
RA2274,A12,PCR,2,8,2,FatP6.1,Plate035,,,
RA2275,B12,PCR,2,8,2,FatP6.1,Plate035,,,
RA2276,C12,PCR,2,8,2,FatP6.1,Plate035,,,
RA2277,D12,PCR,2,8,2,FatP6.1,Plate035,,,
RA2278,E12,PCR,2,8,2,FatP6.1,Plate035,,,
RA2279,F12,PCR,2,8,2,FatP6.1,Plate035,,,
RA2280,G12,PCR,2,8,2,FatP6.1,Plate035,Positive control H2,,
EMPTY FOR JANET,H12,PCR,2,8,2,FatP6.1,Plate035,Negative control,,
