Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2980,A6,PCR,2,8,2,FatP6.1,,,,
RA2981,B6,PCR,2,8,2,FatP6.1,,,,
RA2982,C6,PCR,2,8,2,FatP6.1,,,,
RA2983,D6,PCR,2,8,2,FatP6.1,,,,
RA2984,E6,PCR,2,8,2,FatP6.1,,,,
RA2985,F6,PCR,2,8,2,FatP6.1,,,,
RA2986,G6,PCR,2,8,2,FatP6.1,,,,
RA2987,H6,PCR,2,8,2,FatP6.1,,,,
RA2988,A7,PCR,2,8,2,FatP6.1,,,,
RA2989,B7,PCR,2,8,2,FatP6.1,,,,
RA2990,C7,PCR,2,8,2,FatP6.1,,,,
RA2991,D7,PCR,2,8,2,FatP6.1,,,,
RA2992,E7,PCR,2,8,2,FatP6.1,,,,
RA2993,F7,PCR,2,8,2,FatP6.1,,,,
RA2994,G7,PCR,2,8,2,FatP6.1,,,,
RA2995,H7,PCR,2,8,2,FatP6.1,,,,
RA2996,A8,PCR,2,8,2,FatP6.1,,,,
RA2997,B8,PCR,2,8,2,FatP6.1,,,,
RA2998,C8,PCR,2,8,2,FatP6.1,,,,
RA2999,D8,PCR,2,8,2,FatP6.1,,,,
RA3000,E8,PCR,2,8,2,FatP6.1,,,,
RA3001,F8,PCR,2,8,2,FatP6.1,,,,
RA3002,G8,PCR,2,8,2,FatP6.1,,,,
RA3003,H8,PCR,2,8,2,FatP6.1,,,,
RA3004,A9,PCR,2,8,2,FatP6.1,,,,
RA3005,B9,PCR,2,8,2,FatP6.1,,,,
RA3006,C9,PCR,2,8,2,FatP6.1,,,,
RA3007,D9,PCR,2,8,2,FatP6.1,,,,
RA3008,E9,PCR,2,8,2,FatP6.1,,,,
RA3009,F9,PCR,2,8,2,FatP6.1,,,,
RA3010,G9,PCR,2,8,2,FatP6.1,,,,
RA3011,H9,PCR,2,8,2,FatP6.1,,,,
RA3012,A10,PCR,2,8,2,FatP6.1,,,,
RA3013,B10,PCR,2,8,2,FatP6.1,,,,
RA3014,C10,PCR,2,8,2,FatP6.1,,,,
RA3015,D10,PCR,2,8,2,FatP6.1,,,,
RA3016,E10,PCR,2,8,2,FatP6.1,,,,
RA3017,F10,PCR,2,8,2,FatP6.1,,,,
RA3018,G10,PCR,2,8,2,FatP6.1,,,,
RA3019,H10,PCR,2,8,2,FatP6.1,,,,
RA3020,A11,PCR,2,8,2,FatP6.1,,,,
RA3021,B11,PCR,2,8,2,FatP6.1,,,,
RA3022,C11,PCR,2,8,2,FatP6.1,,,,
RA3023,D11,PCR,2,8,2,FatP6.1,,,,
RA3024,E11,PCR,2,8,2,FatP6.1,,,,
RA3025,F11,PCR,2,8,2,FatP6.1,,,,
RA3026,G11,PCR,2,8,2,FatP6.1,,,,
RA3027,H11,PCR,2,8,2,FatP6.1,,,,
RA3028,A12,PCR,2,8,2,FatP6.1,,,,
RA3029,B12,PCR,2,8,2,FatP6.1,,,,
RA3030,C12,PCR,2,8,2,FatP6.1,,,,
RA3031,D12,PCR,2,8,2,FatP6.1,,,,
RA3032,E12,PCR,2,8,2,FatP6.1,,,,
RA3033,F12,PCR,2,8,2,FatP6.1,,,,
RA3034,G12,PCR,2,8,2,FatP6.1,,,,
RA3035,H12,PCR,2,8,2,FatP6.1,,,,
