Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2040,E6,PCR,2,8,2,FatP6.1,Plate033,,,
RA2041,F6,PCR,2,8,2,FatP6.1,Plate033,,,
RA2042,G6,PCR,2,8,2,FatP6.1,Plate033,,,
RA2043,H6,PCR,2,8,2,FatP6.1,Plate033,,,
RA2044,A7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2045,B7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2046,C7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2047,D7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2048,E7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2049,F7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2050,G7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2051,H7,PCR,2,8,2,FatP6.1,Plate033,,,
RA2052,A8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2053,B8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2054,C8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2055,D8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2056,E8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2057,F8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2058,G8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2059,H8,PCR,2,8,2,FatP6.1,Plate033,,,
RA2060,A9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2061,B9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2062,C9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2063,D9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2064,E9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2065,F9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2066,G9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2067,H9,PCR,2,8,2,FatP6.1,Plate033,,,
RA2068,A10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2069,B10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2070,C10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2071,D10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2072,E10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2073,F10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2074,G10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2075,H10,PCR,2,8,2,FatP6.1,Plate033,,,
RA2076,A11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2077,B11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2078,C11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2079,D11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2080,E11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2081,F11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2082,G11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2083,H11,PCR,2,8,2,FatP6.1,Plate033,,,
RA2084,A12,PCR,2,8,2,FatP6.1,Plate033,,,
RA2085,B12,PCR,2,8,2,FatP6.1,Plate033,,,
RA2086,C12,PCR,2,8,2,FatP6.1,Plate033,Positive control H2,,
EMPTY FOR JANET,D12,PCR,2,8,2,FatP6.1,Plate033,Negative control,,
RA2087,E12,PCR,2,8,2,FatP6.1,Plate033,,,
RA2088,F12,PCR,2,8,2,FatP6.1,Plate033,,,
RA2089,G12,PCR,2,8,2,FatP6.1,Plate033,,,
RA2090,H12,PCR,2,8,2,FatP6.1,Plate033,,,
