Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA0926,G9,PCR,2,8,2,FatP6.1,Plate021,,,
RA0927,H9,PCR,2,8,2,FatP6.1,Plate021,,,
RA0928,A10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0929,B10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0930,C10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0931,D10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0932,E10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0933,F10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0934,G10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0935,H10,PCR,2,8,2,FatP6.1,Plate021,,,
RA0936,A11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0937,B11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0938,C11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0939,D11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0940,E11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0941,F11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0942,G11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0943,H11,PCR,2,8,2,FatP6.1,Plate021,,,
RA0944,A12,PCR,2,8,2,FatP6.1,Plate021,,,
RA0945,B12,PCR,2,8,2,FatP6.1,Plate021,,,
RA0946,C12,PCR,2,8,2,FatP6.1,Plate021,,,
EMPTY FOR JANET,D12,PCR,2,8,2,FatP6.1,Plate021,,,
RA0947,E12,PCR,2,8,2,FatP6.1,Plate021,,,
RA0948,F12,PCR,2,8,2,FatP6.1,Plate021,,,
RA0949,G12,PCR,2,8,2,FatP6.1,Plate021,,,
RA0950,H12,PCR,2,8,2,FatP6.1,Plate021,,,
