Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1385,G7,PCR,2,8,2,FatP6.1,Plate026,,,
RA1386,H7,PCR,2,8,2,FatP6.1,Plate026,,,
RA1387,A8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1388,B8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1389,C8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1390,D8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1391,E8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1392,F8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1393,G8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1394,H8,PCR,2,8,2,FatP6.1,Plate026,,,
RA1395,A9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1396,B9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1397,C9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1398,D9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1399,E9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1400,F9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1401,G9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1402,H9,PCR,2,8,2,FatP6.1,Plate026,,,
RA1403,A10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1404,B10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1405,C10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1406,D10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1407,E10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1408,F10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1409,G10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1410,H10,PCR,2,8,2,FatP6.1,Plate026,,,
RA1411,A11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1412,B11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1413,C11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1414,D11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1415,E11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1416,F11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1417,G11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1418,H11,PCR,2,8,2,FatP6.1,Plate026,,,
RA1419,A12,PCR,2,8,2,FatP6.1,Plate026,,,
RA1420,B12,PCR,2,8,2,FatP6.1,Plate026,,,
RA1421,C12,PCR,2,8,2,FatP6.1,Plate026,,,
RA1422,D12,PCR,2,8,2,FatP6.1,Plate026,,,
RA1423,E12,PCR,2,8,2,FatP6.1,Plate026,Positive control H2,,
EMPTY FOR JANET,F12,PCR,2,8,2,FatP6.1,Plate026,Negative control,,
RA1424,G12,PCR,2,8,2,FatP6.1,Plate026,,,
RA1425,H12,PCR,2,8,2,FatP6.1,Plate026,,,
