Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2695,H5,PCR,2,8,2,FatP6.1,,,,
RA2696,A6,PCR,2,8,2,FatP6.1,,,,
RA2697,B6,PCR,2,8,2,FatP6.1,,,,
RA2698,C6,PCR,2,8,2,FatP6.1,,,,
RA2699,D6,PCR,2,8,2,FatP6.1,,,,
RA2700,E6,PCR,2,8,2,FatP6.1,,,,
RA2701,F6,PCR,2,8,2,FatP6.1,,,,
RA2702,G6,PCR,2,8,2,FatP6.1,,,,
RA2703,H6,PCR,2,8,2,FatP6.1,,,,
RA2704,A7,PCR,2,8,2,FatP6.1,,,,
RA2705,B7,PCR,2,8,2,FatP6.1,,,,
RA2706,C7,PCR,2,8,2,FatP6.1,,,,
RA2707,D7,PCR,2,8,2,FatP6.1,,,,
RA2708,E7,PCR,2,8,2,FatP6.1,,,,
RA2709,F7,PCR,2,8,2,FatP6.1,,,,
RA2710,G7,PCR,2,8,2,FatP6.1,,,,
RA2711,H7,PCR,2,8,2,FatP6.1,,,,
RA2712,A8,PCR,2,8,2,FatP6.1,,,,
RA2713,B8,PCR,2,8,2,FatP6.1,,,,
RA2714,C8,PCR,2,8,2,FatP6.1,,,,
RA2715,D8,PCR,2,8,2,FatP6.1,,,,
RA2716,E8,PCR,2,8,2,FatP6.1,,,,
RA2717,F8,PCR,2,8,2,FatP6.1,,,,
RA2718,G8,PCR,2,8,2,FatP6.1,,,,
RA2719,H8,PCR,2,8,2,FatP6.1,,,,
RA2720,A9,PCR,2,8,2,FatP6.1,,,,
RA2721,B9,PCR,2,8,2,FatP6.1,,,,
RA2722,C9,PCR,2,8,2,FatP6.1,,,,
RA2723,D9,PCR,2,8,2,FatP6.1,,,,
RA2724,E9,PCR,2,8,2,FatP6.1,,,,
RA2725,F9,PCR,2,8,2,FatP6.1,,,,
RA2726,G9,PCR,2,8,2,FatP6.1,,,,
RA2727,H9,PCR,2,8,2,FatP6.1,,,,
RA2728,A10,PCR,2,8,2,FatP6.1,,,,
RA2729,B10,PCR,2,8,2,FatP6.1,,,,
RA2730,C10,PCR,2,8,2,FatP6.1,,,,
RA2731,D10,PCR,2,8,2,FatP6.1,,,,
RA2732,E10,PCR,2,8,2,FatP6.1,,,,
RA2733,F10,PCR,2,8,2,FatP6.1,,,,
RA2734,G10,PCR,2,8,2,FatP6.1,,,,
RA2735,H10,PCR,2,8,2,FatP6.1,,,,
RA2736,A11,PCR,2,8,2,FatP6.1,,,,
RA2737,B11,PCR,2,8,2,FatP6.1,,,,
RA2738,C11,PCR,2,8,2,FatP6.1,,,,
RA2739,D11,PCR,2,8,2,FatP6.1,,,,
RA2740,E11,PCR,2,8,2,FatP6.1,,,,
RA2741,F11,PCR,2,8,2,FatP6.1,,,,
RA2742,G11,PCR,2,8,2,FatP6.1,,,,
RA2743,H11,PCR,2,8,2,FatP6.1,,,,
RA2744,A12,PCR,2,8,2,FatP6.1,,,,
RA2745,B12,PCR,2,8,2,FatP6.1,,,,
RA2746,C12,PCR,2,8,2,FatP6.1,Positive control H2,,,
EMPTY FOR JANET,D12,PCR,2,8,2,FatP6.1,Negative control,,,
RA2747,E12,PCR,2,8,2,FatP6.1,,,,
RA2748,F12,PCR,2,8,2,FatP6.1,,,,
RA2749,G12,PCR,2,8,2,FatP6.1,,,,
RA2750,H12,PCR,2,8,2,FatP6.1,,,,
