Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1181,A6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1182,B6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1183,C6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1184,D6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1185,E6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1186,F6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1187,G6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1188,H6,PCR,2,8,2,FatP6.1,Plate024,,,
RA1189,A7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1190,B7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1191,C7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1192,D7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1193,E7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1194,F7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1195,G7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1196,H7,PCR,2,8,2,FatP6.1,Plate024,,,
RA1197,A8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1198,B8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1199,C8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1200,D8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1201,E8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1202,F8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1203,G8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1204,H8,PCR,2,8,2,FatP6.1,Plate024,,,
RA1205,A9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1206,B9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1207,C9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1208,D9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1209,E9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1210,F9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1211,G9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1212,H9,PCR,2,8,2,FatP6.1,Plate024,,,
RA1213,A10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1214,B10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1215,C10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1216,D10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1217,E10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1218,F10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1219,G10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1220,H10,PCR,2,8,2,FatP6.1,Plate024,,,
RA1221,A11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1222,B11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1223,C11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1224,D11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1225,E11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1226,F11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1227,G11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1228,H11,PCR,2,8,2,FatP6.1,Plate024,,,
RA1229,A12,PCR,2,8,2,FatP6.1,Plate024,Positive control H2,,
EMPTY FOR JANET,B12,PCR,2,8,2,FatP6.1,Plate024,Negative control,,
RA1230,C12,PCR,2,8,2,FatP6.1,Plate024,,,
RA1231,D12,PCR,2,8,2,FatP6.1,Plate024,,,
RA1232,E12,PCR,2,8,2,FatP6.1,Plate024,,,
RA1233,F12,PCR,2,8,2,FatP6.1,Plate024,,,
RA1234,G12,PCR,2,8,2,FatP6.1,Plate024,,,
RA1235,H12,PCR,2,8,2,FatP6.1,Plate024,,,
