Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1785,D10,PCR,2,8,2,FatP6.1,Plate030,,,
RA1786,E10,PCR,2,8,2,FatP6.1,Plate030,,,
RA1787,F10,PCR,2,8,2,FatP6.1,Plate030,,,
RA1788,G10,PCR,2,8,2,FatP6.1,Plate030,,,
RA1789,H10,PCR,2,8,2,FatP6.1,Plate030,,,
RA1790,A11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1791,B11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1792,C11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1793,D11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1794,E11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1795,F11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1796,G11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1797,H11,PCR,2,8,2,FatP6.1,Plate030,,,
RA1798,A12,PCR,2,8,2,FatP6.1,Plate030,,,
RA1799,B12,PCR,2,8,2,FatP6.1,Plate030,,,
RA1800,C12,PCR,2,8,2,FatP6.1,Plate030,,,
RA1801,D12,PCR,2,8,2,FatP6.1,Plate030,,,
RA1802,E12,PCR,2,8,2,FatP6.1,Plate030,,,
RA1803,F12,PCR,2,8,2,FatP6.1,Plate030,,,
RA1804,G12,PCR,2,8,2,FatP6.1,Plate030,,,
RA1805,H12,PCR,2,8,2,FatP6.1,Plate030,,,
