Year,Date,Start,End,Location,Site,Habitat,Depth,Transect,Swath,Taxonomy,Family,Count,Total_Length,Length_Anomaly,Biomass,Comment,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Plectroglyphidodon johnstonianus,Pomacentridae,7,25,0,4.79,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Plectroglyphidodon johnstonianus,Pomacentridae,4,35,0,6.64,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Plectroglyphidodon johnstonianus,Pomacentridae,6,40,0,14.17,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Plectroglyphidodon johnstonianus,Pomacentridae,2,45,0,6.44,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,2,30,0,0.91,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,1,35,0,0.74,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Pseudocheilinus hexataenia,Labridae,2,20,0,0.24,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Pseudocheilinus hexataenia,Labridae,2,25,0,0.47,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Pseudocheilinus hexataenia,Labridae,1,30,0,0.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Pseudocheilinus hexataenia,Labridae,1,35,0,0.63,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Pseudocheilinus tetrataenia,Labridae,2,25,0,0.47,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Stegastes fasciolatus,Pomacentridae,2,25,0,0.85,NA,Primary Consumer,Herbivore/Detritivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Stegastes fasciolatus,Pomacentridae,1,30,0,0.73,NA,Primary Consumer,Herbivore/Detritivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 1 m,LTER_0.5,Forereef,10,1,1,Stegastes fasciolatus,Pomacentridae,1,35,0,1.16,NA,Primary Consumer,Herbivore/Detritivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Acanthurus nigricauda,Acanthuridae,1,190,0,100.2,NA,Primary Consumer,Sediment Sucker,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Acanthurus olivaceus,Acanthuridae,1,40,0,1.25,NA,Primary Consumer,Sediment Sucker,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Acanthurus olivaceus,Acanthuridae,2,190,0,261.1,NA,Primary Consumer,Sediment Sucker,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Acanthurus olivaceus,Acanthuridae,1,220,0,202.2,NA,Primary Consumer,Sediment Sucker,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Acanthurus pyroferus,Acanthuridae,1,180,0,124.8,NA,Primary Consumer,Sediment Sucker,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Balistapus undulatus,Balistidae,1,180,0,103.5,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Centropyge bispinosa,Pomacanthidae,3,30,0,4.71,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Centropyge flavissima,Pomacanthidae,5,30,0,6.32,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Centropyge flavissima,Pomacanthidae,4,40,0,10.61,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Centropyge flavissima,Pomacanthidae,3,50,0,14.14,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Centropyge loriculus,Pomacanthidae,2,35,0,2.31,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Cephalopholis argus,Serranidae,2,180,0,183,NA,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Cephalopholis argus,Serranidae,2,240,0,457.1,NA,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Cephalopholis argus,Serranidae,1,250,0,260.2,NA,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Cephalopholis urodeta,Serranidae,1,190,0,113.2,NA,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Chaetodon ornatissimus,Chaetodontidae,2,160,0,220.1,NA,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Chaetodon pelewensis,Chaetodontidae,12,50,0,37.01,NA,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Chaetodon quadrimaculatus,Chaetodontidae,8,120,0,391.8,NA,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Chlorurus spilurus,Scaridae,3,170,0,328,IP,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Chlorurus spilurus,Scaridae,7,180,0,907,IP,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Chlorurus spilurus,Scaridae,4,190,0,608.5,IP,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Chlorurus spilurus,Scaridae,2,200,0,354.3,TP,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Cirrhilabrus exquisitus,Labridae,1,30,0,0.33,NA,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Cirrhilabrus scottorum,Labridae,5,30,0,1.76,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Cirrhilabrus scottorum,Labridae,20,45,0,25.49,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Ctenochaetus flavicauda,Acanthuridae,6,40,0,8.11,NA,Primary Consumer,Brusher,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,8,50,0,17.19,NA,Primary Consumer,Brusher,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,1,70,0,6.02,NA,Primary Consumer,Brusher,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,2,130,0,80.2,NA,Primary Consumer,Brusher,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,5,170,0,456,NA,Primary Consumer,Brusher,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Forcipiger flavissimus,Chaetodontidae,1,170,0,134.1,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Gomphosus varius,Labridae,1,130,0,18.9,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Halichoeres claudia,Labridae,2,60,0,6.75,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Halichoeres claudia,Labridae,1,100,0,15.5,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Halichoeres claudia,Labridae,1,120,0,26.8,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Halichoeres claudia,Labridae,1,130,0,34,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Halichoeres hortulanus,Labridae,2,200,0,246.2,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Labroides bicolor,Labridae,1,120,0,18.1,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Labroides dimidiatus,Labridae,1,60,0,1.93,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Labroides rubrolabiatus,Labridae,1,50,0,1.07,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Labroides rubrolabiatus,Labridae,1,60,0,1.93,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Macropharyngodon meleagris,Labridae,2,50,0,2.73,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Melichthys vidua,Balistidae,1,190,0,124.4,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Odonus niger,Balistidae,1,180,0,79.2,NA,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Ostracion meleagris,Ostraciidae,1,80,0,24.25,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Parupeneus multifasciatus,Mullidae,2,130,0,135.1,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Pomachromis fuscidorsalis,Pomacentridae,7,30,0,2.8,NA,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Pycnochromis acares,Pomacentridae,50,25,0,13.07,NA,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Pycnochromis iomelas,Pomacentridae,3,30,0,0.83,NA,Planktivore,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Pycnochromis margaritifer,Pomacentridae,9,30,0,2.76,NA,Planktivore,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Pycnochromis vanderbilti,Pomacentridae,25,30,0,11.63,NA,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Scarus forsteni,Scaridae,1,200,0,139.7,TP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Scarus globiceps,Scaridae,1,190,0,144.8,IP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Scarus oviceps,Scaridae,1,200,0,174.2,TP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Scarus psittacus,Scaridae,15,160,0,1277.2,IP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Scarus psittacus,Scaridae,28,180,0,3450.9,IP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Sufflamen bursa,Balistidae,7,170,0,911.2,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,1,60,0,2.39,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,7,100,0,80,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,5,150,0,197.5,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,2,160,0,96.3,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Zebrasoma scopas,Acanthuridae,14,170,0,1962.3,NA,Primary Consumer,Concealed Cropper,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 1 Swath 5 m,LTER_0.5,Forereef,10,1,5,Zebrasoma velifer,Acanthuridae,3,200,0,551,NA,Primary Consumer,Concealed Cropper,85,1,0,0.25,30.6,0.5,GB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 2 Swath 1 m,LTER_0.5,Forereef,10,2,1,Canthigaster solandri,Tetraodontidae,1,40,0,1.86,NA,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,AB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 2 Swath 1 m,LTER_0.5,Forereef,10,2,1,Caracanthus maculatus,Scorpaenidae,4,30,0,2.18,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,AB
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 2 Swath 1 m,LTER_0.5,Forereef,10,2,1,Caracanthus maculatus,Scorpaenidae,14,35,0,12.13,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,AB
