Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2518,A7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2519,B7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2520,C7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2521,D7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2522,E7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2523,F7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2524,G7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2525,H7,PCR,2,8,2,FatP6.1,Plate038,,,
RA2526,A8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2527,B8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2528,C8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2529,D8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2530,E8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2531,F8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2532,G8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2533,H8,PCR,2,8,2,FatP6.1,Plate038,,,
RA2534,A9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2535,B9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2536,C9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2537,D9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2538,E9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2539,F9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2540,G9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2541,H9,PCR,2,8,2,FatP6.1,Plate038,,,
RA2542,A10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2543,B10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2544,C10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2545,D10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2546,E10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2547,F10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2548,G10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2549,H10,PCR,2,8,2,FatP6.1,Plate038,,,
RA2550,A11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2551,B11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2552,C11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2553,D11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2554,E11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2555,F11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2556,G11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2557,H11,PCR,2,8,2,FatP6.1,Plate038,,,
RA2558,A12,PCR,2,8,2,FatP6.1,Plate038,,,
RA2559,B12,PCR,2,8,2,FatP6.1,Plate038,,,
RA2560,C12,PCR,2,8,2,FatP6.1,Plate038,,,
RA2561,D12,PCR,2,8,2,FatP6.1,Plate038,,,
RA2562,E12,PCR,2,8,2,FatP6.1,Plate038,,,
RA2563,F12,PCR,2,8,2,FatP6.1,Plate038,,,
RA2564,G12,PCR,2,8,2,FatP6.1,Plate038,,,
RA2565,H12,PCR,2,8,2,FatP6.1,Plate038,,,
