Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2619,C8,PCR,2,8,2,FatP6.1,,,,
RA2620,D8,PCR,2,8,2,FatP6.1,,,,
RA2621,E8,PCR,2,8,2,FatP6.1,,,,
RA2622,F8,PCR,2,8,2,FatP6.1,,,,
RA2623,G8,PCR,2,8,2,FatP6.1,,,,
RA2624,H8,PCR,2,8,2,FatP6.1,,,,
RA2625,A9,PCR,2,8,2,FatP6.1,,,,
RA2626,B9,PCR,2,8,2,FatP6.1,,,,
RA2627,C9,PCR,2,8,2,FatP6.1,,,,
RA2628,D9,PCR,2,8,2,FatP6.1,,,,
RA2629,E9,PCR,2,8,2,FatP6.1,,,,
RA2630,F9,PCR,2,8,2,FatP6.1,,,,
RA2631,G9,PCR,2,8,2,FatP6.1,,,,
RA2632,H9,PCR,2,8,2,FatP6.1,,,,
RA2633,A10,PCR,2,8,2,FatP6.1,,,,
RA2634,B10,PCR,2,8,2,FatP6.1,,,,
RA2635,C10,PCR,2,8,2,FatP6.1,,,,
RA2636,D10,PCR,2,8,2,FatP6.1,,,,
RA2637,E10,PCR,2,8,2,FatP6.1,,,,
RA2638,F10,PCR,2,8,2,FatP6.1,,,,
RA2639,G10,PCR,2,8,2,FatP6.1,,,,
RA2640,H10,PCR,2,8,2,FatP6.1,,,,
RA2641,A11,PCR,2,8,2,FatP6.1,,,,
RA2642,B11,PCR,2,8,2,FatP6.1,,,,
RA2643,C11,PCR,2,8,2,FatP6.1,,,,
RA2644,D11,PCR,2,8,2,FatP6.1,,,,
RA2645,E11,PCR,2,8,2,FatP6.1,,,,
RA2646,F11,PCR,2,8,2,FatP6.1,,,,
RA2647,G11,PCR,2,8,2,FatP6.1,,,,
RA2648,H11,PCR,2,8,2,FatP6.1,,,,
RA2649,A12,PCR,2,8,2,FatP6.1,Positive control H2,,,
EMPTY FOR JANET,B12,PCR,2,8,2,FatP6.1,Negative control,,,
RA2650,C12,PCR,2,8,2,FatP6.1,,,,
RA2651,D12,PCR,2,8,2,FatP6.1,,,,
RA2652,E12,PCR,2,8,2,FatP6.1,,,,
RA2653,F12,PCR,2,8,2,FatP6.1,,,,
RA2654,G12,PCR,2,8,2,FatP6.1,,,,
RA2655,H12,PCR,2,8,2,FatP6.1,,,,
