Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2167,E10,PCR,2,8,2,FatP6.1,Plate034,,,
RA2168,F10,PCR,2,8,2,FatP6.1,Plate034,,,
RA2169,G10,PCR,2,8,2,FatP6.1,Plate034,,,
RA2170,H10,PCR,2,8,2,FatP6.1,Plate034,,,
RA2171,A11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2172,B11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2173,C11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2174,D11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2175,E11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2176,F11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2177,G11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2178,H11,PCR,2,8,2,FatP6.1,Plate034,,,
RA2179,A12,PCR,2,8,2,FatP6.1,Plate034,,,
RA2180,B12,PCR,2,8,2,FatP6.1,Plate034,,,
RA2181,C12,PCR,2,8,2,FatP6.1,Plate034,,,
RA2182,D12,PCR,2,8,2,FatP6.1,Plate034,,,
RA2183,E12,PCR,2,8,2,FatP6.1,Plate034,Positive control H2,,
EMPTY FOR JANET,F12,PCR,2,8,2,FatP6.1,Plate034,Negative control,,
RA2184,G12,PCR,2,8,2,FatP6.1,Plate034,,,
RA2185,H12,PCR,2,8,2,FatP6.1,Plate034,,,
