Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2895,B7,PCR,2,8,2,FatP6.1,,,,
RA2896,C7,PCR,2,8,2,FatP6.1,,,,
RA2897,D7,PCR,2,8,2,FatP6.1,,,,
RA2898,E7,PCR,2,8,2,FatP6.1,,,,
RA2899,F7,PCR,2,8,2,FatP6.1,,,,
RA2900,G7,PCR,2,8,2,FatP6.1,,,,
RA2901,H7,PCR,2,8,2,FatP6.1,,,,
RA2902,A8,PCR,2,8,2,FatP6.1,,,,
RA2903,B8,PCR,2,8,2,FatP6.1,,,,
RA2904,C8,PCR,2,8,2,FatP6.1,,,,
RA2905,D8,PCR,2,8,2,FatP6.1,,,,
RA2906,E8,PCR,2,8,2,FatP6.1,,,,
RA2907,F8,PCR,2,8,2,FatP6.1,,,,
RA2908,G8,PCR,2,8,2,FatP6.1,,,,
RA2909,H8,PCR,2,8,2,FatP6.1,,,,
RA2910,A9,PCR,2,8,2,FatP6.1,,,,
RA2911,B9,PCR,2,8,2,FatP6.1,,,,
RA2912,C9,PCR,2,8,2,FatP6.1,,,,
RA2913,D9,PCR,2,8,2,FatP6.1,,,,
RA2914,E9,PCR,2,8,2,FatP6.1,,,,
RA2915,F9,PCR,2,8,2,FatP6.1,,,,
RA2916,G9,PCR,2,8,2,FatP6.1,,,,
RA2917,H9,PCR,2,8,2,FatP6.1,,,,
RA2918,A10,PCR,2,8,2,FatP6.1,,,,
RA2919,B10,PCR,2,8,2,FatP6.1,,,,
RA2920,C10,PCR,2,8,2,FatP6.1,,,,
RA2921,D10,PCR,2,8,2,FatP6.1,,,,
RA2922,E10,PCR,2,8,2,FatP6.1,,,,
RA2923,F10,PCR,2,8,2,FatP6.1,,,,
RA2924,G10,PCR,2,8,2,FatP6.1,,,,
RA2925,H10,PCR,2,8,2,FatP6.1,,,,
RA2926,A11,PCR,2,8,2,FatP6.1,,,,
RA2927,B11,PCR,2,8,2,FatP6.1,,,,
RA2928,C11,PCR,2,8,2,FatP6.1,,,,
RA2929,D11,PCR,2,8,2,FatP6.1,,,,
RA2930,E11,PCR,2,8,2,FatP6.1,,,,
RA2931,F11,PCR,2,8,2,FatP6.1,,,,
RA2932,G11,PCR,2,8,2,FatP6.1,,,,
RA2933,H11,PCR,2,8,2,FatP6.1,,,,
RA2934,A12,PCR,2,8,2,FatP6.1,,,,
RA2935,B12,PCR,2,8,2,FatP6.1,,,,
RA2936,C12,PCR,2,8,2,FatP6.1,,,,
RA2937,D12,PCR,2,8,2,FatP6.1,,,,
RA2938,E12,PCR,2,8,2,FatP6.1,Positive control ,,,
EMPTY FOR JANET,F12,PCR,2,8,2,FatP6.1,Negative control,,,
RA2939,G12,PCR,2,8,2,FatP6.1,,,,
RA2940,H12,PCR,2,8,2,FatP6.1,,,,
