Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA1851,G6,PCR,2,8,2,FatP6.1,Plate031,,,
RA1852,H6,PCR,2,8,2,FatP6.1,Plate031,,,
RA1853,A7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1854,B7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1855,C7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1856,D7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1857,E7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1858,F7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1859,G7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1860,H7,PCR,2,8,2,FatP6.1,Plate031,,,
RA1861,A8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1862,B8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1863,C8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1864,D8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1865,E8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1866,F8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1867,G8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1868,H8,PCR,2,8,2,FatP6.1,Plate031,,,
RA1869,A9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1870,B9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1871,C9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1872,D9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1873,E9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1874,F9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1875,G9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1876,H9,PCR,2,8,2,FatP6.1,Plate031,,,
RA1877,A10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1878,B10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1879,C10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1880,D10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1881,E10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1882,F10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1883,G10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1884,H10,PCR,2,8,2,FatP6.1,Plate031,,,
RA1885,A11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1886,B11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1887,C11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1888,D11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1889,E11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1890,F11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1891,G11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1892,H11,PCR,2,8,2,FatP6.1,Plate031,,,
RA1893,A12,PCR,2,8,2,FatP6.1,Plate031,,,
RA1894,B12,PCR,2,8,2,FatP6.1,Plate031,,,
RA1895,C12,PCR,2,8,2,FatP6.1,Plate031,,,
RA1896,D12,PCR,2,8,2,FatP6.1,Plate031,,,
RA1897,E12,PCR,2,8,2,FatP6.1,Plate031,,,
RA1898,F12,PCR,2,8,2,FatP6.1,Plate031,,,
RA1899,G12,PCR,2,8,2,FatP6.1,Plate031,,,
RA1900,H12,PCR,2,8,2,FatP6.1,Plate031,,,
