Sample ID,Plate.Well,Template Type,PCR Template Volume (µl),H20 Volume (µl),Primer Volume (µl),Primer Name,gDNA.Extraction.Plate,Original Sample ID,Sanger.Plate.Name,Haplotype
RA2419,E6,PCR,2,8,2,FatP6.1,Plate037,,,
RA2420,F6,PCR,2,8,2,FatP6.1,Plate037,,,
RA2421,G6,PCR,2,8,2,FatP6.1,Plate037,,,
RA2422,H6,PCR,2,8,2,FatP6.1,Plate037,,,
RA2423,A7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2424,B7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2425,C7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2426,D7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2427,E7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2428,F7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2429,G7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2430,H7,PCR,2,8,2,FatP6.1,Plate037,,,
RA2431,A8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2432,B8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2433,C8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2434,D8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2435,E8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2436,F8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2437,G8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2438,H8,PCR,2,8,2,FatP6.1,Plate037,,,
RA2439,A9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2440,B9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2441,C9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2442,D9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2443,E9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2444,F9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2445,G9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2446,H9,PCR,2,8,2,FatP6.1,Plate037,,,
RA2447,A10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2448,B10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2449,C10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2450,D10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2451,E10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2452,F10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2453,G10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2454,H10,PCR,2,8,2,FatP6.1,Plate037,,,
RA2455,A11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2456,B11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2457,C11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2458,D11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2459,E11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2460,F11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2461,G11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2462,H11,PCR,2,8,2,FatP6.1,Plate037,,,
RA2463,A12,PCR,2,8,2,FatP6.1,Plate037,,,
RA2464,B12,PCR,2,8,2,FatP6.1,Plate037,,,
RA2465,C12,PCR,2,8,2,FatP6.1,Plate037,,,
RA2466,D12,PCR,2,8,2,FatP6.1,Plate037,,,
RA2467,E12,PCR,2,8,2,FatP6.1,Plate037,,,
RA2468,F12,PCR,2,8,2,FatP6.1,Plate037,,,
RA2469,G12,PCR,2,8,2,FatP6.1,Plate037,,,
RA2470,H12,PCR,2,8,2,FatP6.1,Plate037,,,
